Incident_No,Force_Type,Incident_Date,Race,Gender,Age,Precinct,Neighborhood,Is911Call
08-032801,Level 1 - Use of Force,2008/02/03 00:52:49+00,1.0,1.0,30.0,5,Steven's Square - Loring Heights,0.0
08-032898,Level 2 - Use of Force,2008/02/03 02:23:34+00,1.0,1.0,34.0,5,Steven's Square - Loring Heights,0.0
08-033931,Level 1 - Use of Force,2008/02/04 11:27:58+00,2.0,1.0,46.0,4,Willard - Hay,1.0
08-033931,Level 2 - Use of Force,2008/02/04 11:27:58+00,2.0,1.0,46.0,4,Willard - Hay,1.0
08-034044,Level 2 - Use of Force,2008/02/04 14:17:56+00,1.0,1.0,28.0,3,Central,1.0
08-034161,Level 3 - Use of Force,2008/02/04 17:01:15+00,2.0,1.0,16.0,4,Hawthorne,1.0
08-034161,Level 1 - Use of Force,2008/02/04 17:01:15+00,2.0,1.0,17.0,4,Hawthorne,1.0
08-034324,Level 1 - Use of Force,2008/02/04 19:47:30+00,2.0,0.0,29.0,5,Lowry Hill East,1.0
08-034409,Level 1 - Use of Force,2008/02/04 21:21:49+00,1.0,1.0,17.0,4,Willard - Hay,1.0
08-034441,Level 1 - Use of Force,2008/02/04 21:54:18+00,1.0,1.0,20.0,1,Loring Park,1.0
08-034441,Level 1 - Use of Force,2008/02/04 21:54:18+00,1.0,1.0,20.0,1,Loring Park,1.0
08-034441,Level 1 - Use of Force,2008/02/04 21:54:18+00,1.0,1.0,20.0,1,Loring Park,1.0
08-034441,Level 1 - Use of Force,2008/02/04 21:54:18+00,1.0,1.0,20.0,1,Loring Park,1.0
08-034691,Level 1 - Use of Force,2008/02/05 05:25:24+00,1.0,1.0,53.0,3,Longfellow,1.0
08-035485,Level 1 - Use of Force,2008/02/05 22:55:24+00,1.0,1.0,20.0,4,Hawthorne,0.0
08-035485,Level 1 - Use of Force,2008/02/05 22:55:24+00,1.0,0.0,42.0,4,Hawthorne,0.0
08-035485,Level 1 - Use of Force,2008/02/05 22:55:24+00,1.0,1.0,20.0,4,Hawthorne,0.0
08-035524,Level 1 - Use of Force,2008/02/05 23:21:35+00,2.0,1.0,36.0,3,Standish,1.0
08-035953,Level 1 - Use of Force,2008/02/06 12:40:44+00,1.0,1.0,16.0,4,Willard - Hay,0.0
08-038438,Level 1 - Use of Force,2008/02/08 20:30:06+00,2.0,0.0,26.0,3,Corcoran,1.0
08-038438,Level 1 - Use of Force,2008/02/08 20:30:06+00,2.0,0.0,26.0,3,Corcoran,1.0
08-038586,Level 2 - Use of Force,2008/02/08 22:29:54+00,3.0,1.0,33.0,5,Lyndale,1.0
08-038586,Level 2 - Use of Force,2008/02/08 22:29:54+00,3.0,1.0,33.0,5,Lyndale,1.0
08-038762,Level 1 - Use of Force,2008/02/09 00:31:01+00,1.0,1.0,16.0,4,Folwell,0.0
08-038762,Level 2 - Use of Force,2008/02/09 00:31:01+00,1.0,1.0,16.0,4,Folwell,0.0
08-038886,Level 1 - Use of Force,2008/02/09 02:11:03+00,2.0,1.0,22.0,1,Downtown West,0.0
08-038886,Level 1 - Use of Force,2008/02/09 02:11:03+00,2.0,1.0,22.0,1,Downtown West,0.0
08-038897,Level 2 - Use of Force,2008/02/09 02:23:44+00,2.0,1.0,24.0,1,North Loop,0.0
08-038897,Level 1 - Use of Force,2008/02/09 02:23:44+00,2.0,1.0,24.0,1,North Loop,0.0
08-038937,Level 1 - Use of Force,2008/02/09 03:11:17+00,0.0,1.0,22.0,4,Folwell,0.0
08-038937,Level 2 - Use of Force,2008/02/09 03:11:17+00,0.0,1.0,16.0,4,Folwell,0.0
08-038937,Level 1 - Use of Force,2008/02/09 03:11:17+00,0.0,1.0,22.0,4,Folwell,0.0
08-038937,Level 1 - Use of Force,2008/02/09 03:11:17+00,0.0,1.0,22.0,4,Folwell,0.0
08-038956,Level 1 - Use of Force,2008/02/09 03:49:09+00,1.0,1.0,46.0,4,Hawthorne,1.0
08-038956,Level 1 - Use of Force,2008/02/09 03:49:09+00,1.0,1.0,46.0,4,Hawthorne,1.0
08-039522,Level 1 - Use of Force,2008/02/09 20:35:47+00,1.0,1.0,17.0,0,Jordan,1.0
08-039877,Level 1 - Use of Force,2008/02/10 02:52:33+00,2.0,1.0,23.0,3,Corcoran,1.0
08-039892,Level 2 - Use of Force,2008/02/10 03:13:05+00,2.0,1.0,22.0,5,West Calhoun,1.0
08-039928,Level 1 - Use of Force,2008/02/10 04:54:24+00,1.0,1.0,28.0,1,Downtown West,0.0
08-039928,Level 1 - Use of Force,2008/02/10 04:54:24+00,1.0,1.0,28.0,1,Downtown West,0.0
08-039928,Level 1 - Use of Force,2008/02/10 04:54:24+00,1.0,1.0,28.0,1,Downtown West,0.0
08-039928,Level 1 - Use of Force,2008/02/10 04:54:24+00,1.0,1.0,28.0,1,Downtown West,0.0
08-039928,Level 1 - Use of Force,2008/02/10 04:54:24+00,1.0,1.0,28.0,1,Downtown West,0.0
08-040692,Level 2 - Use of Force,2008/02/11 10:37:01+00,1.0,1.0,32.0,0,,0.0
08-041209,Level 1 - Use of Force,2008/02/11 22:14:28+00,1.0,1.0,28.0,3,Central,0.0
08-041209,Level 2 - Use of Force,2008/02/11 22:14:28+00,1.0,1.0,28.0,3,Central,0.0
08-041209,Level 1 - Use of Force,2008/02/11 22:14:28+00,1.0,1.0,28.0,3,Central,0.0
08-041372,Level 2 - Use of Force,2008/02/12 01:36:17+00,1.0,1.0,18.0,2,Audubon Park,1.0
08-041372,Level 1 - Use of Force,2008/02/12 01:36:17+00,1.0,1.0,18.0,2,Audubon Park,1.0
08-041572,Level 2 - Use of Force,2008/02/12 10:54:40+00,1.0,1.0,18.0,1,Downtown West,0.0
08-041572,Level 1 - Use of Force,2008/02/12 10:54:40+00,1.0,0.0,15.0,1,Downtown West,0.0
08-041572,Level 1 - Use of Force,2008/02/12 10:54:40+00,1.0,1.0,18.0,1,Downtown West,0.0
08-041572,Level 1 - Use of Force,2008/02/12 10:54:40+00,1.0,0.0,15.0,1,Downtown West,0.0
08-041572,Level 1 - Use of Force,2008/02/12 10:54:40+00,1.0,1.0,18.0,1,Downtown West,0.0
08-041742,Level 1 - Use of Force,2008/02/12 14:37:59+00,1.0,1.0,41.0,4,Hawthorne,1.0
08-042445,Level 1 - Use of Force,2008/02/13 18:27:36+00,2.0,1.0,48.0,1,Downtown West,0.0
08-043233,Level 1 - Use of Force,2008/02/14 15:57:30+00,2.0,1.0,38.0,1,Cedar Riverside,0.0
08-043233,Level 1 - Use of Force,2008/02/14 15:57:30+00,2.0,1.0,38.0,1,Cedar Riverside,0.0
08-043457,Level 1 - Use of Force,2008/02/14 19:53:39+00,2.0,1.0,34.0,3,East Phillips,1.0
08-043457,Level 1 - Use of Force,2008/02/14 19:53:39+00,2.0,1.0,34.0,3,East Phillips,1.0
08-043534,Level 1 - Use of Force,2008/02/14 21:16:44+00,2.0,1.0,30.0,1,Downtown West,0.0
08-043573,Level 1 - Use of Force,2008/02/14 22:03:15+00,1.0,0.0,18.0,4,Lind - Bohanon,1.0
08-043573,Level 1 - Use of Force,2008/02/14 22:03:15+00,1.0,0.0,18.0,4,Lind - Bohanon,1.0
08-043573,Level 1 - Use of Force,2008/02/14 22:03:15+00,1.0,0.0,18.0,4,Lind - Bohanon,1.0
08-043573,Level 1 - Use of Force,2008/02/14 22:03:15+00,1.0,0.0,18.0,4,Lind - Bohanon,1.0
08-043740,Level 2 - Use of Force,2008/02/15 01:02:04+00,1.0,1.0,19.0,1,North Loop,1.0
08-043740,Level 2 - Use of Force,2008/02/15 01:02:04+00,1.0,1.0,19.0,1,North Loop,1.0
08-044382,Level 2 - Use of Force,2008/02/15 19:23:39+00,2.0,0.0,41.0,2,Bottineau,1.0
08-044382,Level 1 - Use of Force,2008/02/15 19:23:39+00,2.0,0.0,41.0,2,Bottineau,1.0
08-044601,Level 2 - Use of Force,2008/02/15 22:54:16+00,1.0,1.0,16.0,1,Downtown West,0.0
08-044601,Level 1 - Use of Force,2008/02/15 22:54:16+00,1.0,1.0,16.0,1,Downtown West,0.0
08-044781,Level 1 - Use of Force,2008/02/16 01:14:01+00,2.0,1.0,21.0,5,Lowry Hill East,0.0
08-044781,Level 1 - Use of Force,2008/02/16 01:14:01+00,2.0,1.0,21.0,5,Lowry Hill East,0.0
08-044824,Level 1 - Use of Force,2008/02/16 01:56:29+00,1.0,1.0,20.0,1,Downtown West,0.0
08-045117,Level 1 - Use of Force,2008/02/16 12:18:53+00,1.0,1.0,26.0,3,Midtown Phillips,1.0
08-045117,Level 1 - Use of Force,2008/02/16 12:18:53+00,1.0,1.0,26.0,3,Midtown Phillips,1.0
08-045181,Level 2 - Use of Force,2008/02/16 13:42:25+00,1.0,1.0,19.0,4,Jordan,1.0
08-045492,Level 1 - Use of Force,2008/02/16 20:43:48+00,1.0,1.0,21.0,4,Near - North,0.0
08-045535,Level 2 - Use of Force,2008/02/16 21:29:29+00,1.0,1.0,43.0,4,Jordan,0.0
08-045535,Level 1 - Use of Force,2008/02/16 21:29:29+00,1.0,1.0,43.0,4,Jordan,0.0
08-045535,Level 1 - Use of Force,2008/02/16 21:29:29+00,1.0,1.0,43.0,4,Jordan,0.0
08-045593,Level 1 - Use of Force,2008/02/16 22:21:42+00,1.0,1.0,41.0,4,Folwell,1.0
08-045651,Level 2 - Use of Force,2008/02/16 23:12:07+00,2.0,1.0,23.0,5,Lowry Hill East,0.0
08-045692,Level 1 - Use of Force,2008/02/16 23:42:25+00,2.0,1.0,25.0,1,Downtown West,0.0
08-045749,Level 2 - Use of Force,2008/02/17 00:24:59+00,2.0,1.0,21.0,1,Downtown West,0.0
08-045780,Level 2 - Use of Force,2008/02/17 00:55:01+00,1.0,1.0,39.0,4,Jordan,1.0
08-045814,Level 1 - Use of Force,2008/02/17 01:47:17+00,1.0,1.0,23.0,4,Jordan,0.0
08-045814,Level 1 - Use of Force,2008/02/17 01:47:17+00,1.0,1.0,23.0,4,Jordan,0.0
08-045840,Level 1 - Use of Force,2008/02/17 02:10:14+00,3.0,1.0,38.0,1,Downtown West,0.0
08-045847,Level 1 - Use of Force,2008/02/17 02:15:16+00,2.0,0.0,21.0,1,Downtown West,1.0
08-045861,Level 1 - Use of Force,2008/02/17 02:29:35+00,1.0,1.0,21.0,1,Downtown West,0.0
08-045861,Level 1 - Use of Force,2008/02/17 02:29:35+00,1.0,1.0,21.0,1,Downtown West,0.0
08-047932,Level 2 - Use of Force,2008/02/19 17:36:50+00,3.0,0.0,30.0,3,Ventura Village,1.0
08-047969,Level 1 - Use of Force,2008/02/19 18:21:51+00,2.0,1.0,19.0,4,Jordan,0.0
08-047969,Level 1 - Use of Force,2008/02/19 18:21:51+00,2.0,1.0,19.0,4,Jordan,0.0
08-048353,Level 1 - Use of Force,2008/02/20 01:59:05+00,1.0,1.0,18.0,1,Elliot Park,0.0
08-049091,Level 2 - Use of Force,2008/02/20 22:36:03+00,1.0,1.0,18.0,4,Folwell,0.0
08-049091,Level 1 - Use of Force,2008/02/20 22:36:03+00,1.0,1.0,18.0,4,Folwell,0.0
08-049455,Level 1 - Use of Force,2008/02/21 09:50:34+00,1.0,1.0,33.0,4,Jordan,0.0
08-049455,Level 1 - Use of Force,2008/02/21 09:50:34+00,1.0,1.0,33.0,4,Jordan,0.0
08-050138,Level 2 - Use of Force,2008/02/21 22:52:19+00,1.0,1.0,36.0,4,Cleveland,1.0
08-050138,Level 1 - Use of Force,2008/02/21 22:52:19+00,1.0,1.0,36.0,4,Cleveland,1.0
08-050138,Level 1 - Use of Force,2008/02/21 22:52:19+00,1.0,1.0,36.0,4,Cleveland,1.0
08-050138,Level 1 - Use of Force,2008/02/21 22:52:19+00,1.0,1.0,36.0,4,Cleveland,1.0
08-050138,Level 1 - Use of Force,2008/02/21 22:52:19+00,1.0,1.0,36.0,4,Cleveland,1.0
08-050138,Level 1 - Use of Force,2008/02/21 22:52:19+00,1.0,1.0,36.0,4,Cleveland,1.0
08-050138,Level 1 - Use of Force,2008/02/21 22:52:19+00,1.0,1.0,36.0,4,Cleveland,1.0
08-050274,Level 2 - Use of Force,2008/02/22 00:56:45+00,2.0,1.0,23.0,1,Downtown West,0.0
08-050899,Level 1 - Use of Force,2008/02/22 18:29:48+00,1.0,1.0,21.0,3,Bancroft,0.0
08-050899,Level 1 - Use of Force,2008/02/22 18:29:48+00,1.0,1.0,21.0,3,Bancroft,0.0
08-051020,Level 1 - Use of Force,2008/02/22 20:13:31+00,,2.0,51.0,2,Holland,0.0
08-051079,Level 1 - Use of Force,2008/02/22 21:05:13+00,1.0,1.0,27.0,4,Harrison,1.0
08-051079,Level 1 - Use of Force,2008/02/22 21:05:13+00,1.0,1.0,27.0,4,Harrison,1.0
08-051094,Level 1 - Use of Force,2008/02/22 21:20:33+00,1.0,1.0,30.0,4,Hawthorne,0.0
08-051094,Level 1 - Use of Force,2008/02/22 21:20:33+00,1.0,1.0,30.0,4,Hawthorne,0.0
08-051094,Level 1 - Use of Force,2008/02/22 21:20:33+00,1.0,1.0,30.0,4,Hawthorne,0.0
08-051094,Level 1 - Use of Force,2008/02/22 21:20:33+00,1.0,1.0,30.0,4,Hawthorne,0.0
08-051384,Level 1 - Use of Force,2008/02/23 00:48:06+00,1.0,1.0,42.0,4,Willard - Hay,1.0
08-051459,Level 1 - Use of Force,2008/02/23 02:00:55+00,2.0,1.0,28.0,1,Downtown West,0.0
08-051496,Level 2 - Use of Force,2008/02/23 02:34:55+00,1.0,1.0,21.0,4,Folwell,1.0
08-051509,Level 1 - Use of Force,2008/02/23 02:53:00+00,1.0,1.0,27.0,1,Downtown West,0.0
08-051509,Level 1 - Use of Force,2008/02/23 02:53:00+00,1.0,1.0,27.0,1,Downtown West,0.0
08-051509,Level 1 - Use of Force,2008/02/23 02:53:00+00,1.0,1.0,27.0,1,Downtown West,0.0
08-051509,Level 1 - Use of Force,2008/02/23 02:53:00+00,1.0,1.0,27.0,1,Downtown West,0.0
08-051786,Level 2 - Use of Force,2008/02/23 13:06:45+00,1.0,1.0,34.0,4,Jordan,1.0
08-051786,Level 1 - Use of Force,2008/02/23 13:06:45+00,1.0,1.0,34.0,4,Jordan,1.0
08-052065,Level 1 - Use of Force,2008/02/23 19:43:04+00,2.0,1.0,38.0,3,Morris Park,1.0
08-052065,Level 1 - Use of Force,2008/02/23 19:43:04+00,2.0,1.0,38.0,3,Morris Park,1.0
08-052065,Level 1 - Use of Force,2008/02/23 19:43:04+00,2.0,1.0,38.0,3,Morris Park,1.0
08-052065,Level 1 - Use of Force,2008/02/23 19:43:04+00,2.0,1.0,38.0,3,Morris Park,1.0
08-052389,Level 1 - Use of Force,2008/02/24 00:03:17+00,2.0,0.0,30.0,2,Marcy Holmes,0.0
08-052433,Level 1 - Use of Force,2008/02/24 00:36:18+00,2.0,1.0,24.0,1,Downtown West,0.0
08-052461,Level 1 - Use of Force,2008/02/24 01:01:31+00,1.0,1.0,34.0,1,Downtown West,0.0
08-052461,Level 1 - Use of Force,2008/02/24 01:01:31+00,1.0,1.0,34.0,1,Downtown West,0.0
08-052469,Level 2 - Use of Force,2008/02/24 01:07:51+00,2.0,1.0,21.0,1,Downtown West,0.0
08-052540,Level 1 - Use of Force,2008/02/24 02:25:39+00,1.0,1.0,28.0,1,Downtown West,0.0
08-052540,Level 1 - Use of Force,2008/02/24 02:25:39+00,1.0,1.0,23.0,1,Downtown West,0.0
08-052540,Level 1 - Use of Force,2008/02/24 02:25:39+00,1.0,1.0,28.0,1,Downtown West,0.0
08-052540,Level 1 - Use of Force,2008/02/24 02:25:39+00,1.0,1.0,28.0,1,Downtown West,0.0
08-052540,Level 1 - Use of Force,2008/02/24 02:25:39+00,1.0,1.0,28.0,1,Downtown West,0.0
08-052540,Level 1 - Use of Force,2008/02/24 02:25:39+00,1.0,1.0,28.0,1,Downtown West,0.0
08-052540,Level 1 - Use of Force,2008/02/24 02:25:39+00,1.0,1.0,28.0,1,Downtown West,0.0
08-052540,Level 1 - Use of Force,2008/02/24 02:25:39+00,1.0,1.0,28.0,1,Downtown West,0.0
08-053384,Level 1 - Use of Force,2008/02/25 02:22:01+00,1.0,1.0,28.0,1,Downtown West,0.0
08-053384,Level 1 - Use of Force,2008/02/25 02:22:01+00,1.0,1.0,18.0,1,Downtown West,0.0
08-053384,Level 1 - Use of Force,2008/02/25 02:22:01+00,1.0,1.0,28.0,1,Downtown West,0.0
08-053384,Level 1 - Use of Force,2008/02/25 02:22:01+00,1.0,1.0,28.0,1,Downtown West,0.0
08-053384,Level 1 - Use of Force,2008/02/25 02:22:01+00,1.0,1.0,18.0,1,Downtown West,0.0
08-053384,Level 1 - Use of Force,2008/02/25 02:22:01+00,1.0,1.0,28.0,1,Downtown West,0.0
08-053384,Level 1 - Use of Force,2008/02/25 02:22:01+00,1.0,1.0,18.0,1,Downtown West,0.0
08-053384,Level 1 - Use of Force,2008/02/25 02:22:01+00,1.0,1.0,28.0,1,Downtown West,0.0
08-053384,Level 2 - Use of Force,2008/02/25 02:22:01+00,1.0,1.0,28.0,1,Downtown West,0.0
08-053867,Level 1 - Use of Force,2008/02/25 16:11:45+00,1.0,1.0,21.0,4,Willard - Hay,0.0
08-053867,Level 1 - Use of Force,2008/02/25 16:11:45+00,1.0,1.0,21.0,4,Willard - Hay,0.0
08-053867,Level 1 - Use of Force,2008/02/25 16:11:45+00,1.0,1.0,21.0,4,Willard - Hay,0.0
08-053915,Level 1 - Use of Force,2008/02/25 17:12:52+00,1.0,1.0,42.0,4,Hawthorne,0.0
08-054013,Level 1 - Use of Force,2008/02/25 19:00:58+00,1.0,1.0,33.0,4,Folwell,0.0
08-054013,Level 1 - Use of Force,2008/02/25 19:00:58+00,1.0,1.0,33.0,4,Folwell,0.0
08-054024,Level 1 - Use of Force,2008/02/25 19:16:17+00,1.0,1.0,36.0,4,Near - North,1.0
08-054024,Level 1 - Use of Force,2008/02/25 19:16:17+00,1.0,1.0,36.0,4,Near - North,1.0
08-054243,Level 1 - Use of Force,2008/02/25 22:52:57+00,1.0,1.0,33.0,2,St. Anthony East,0.0
08-054243,Level 1 - Use of Force,2008/02/25 22:52:57+00,1.0,1.0,33.0,2,St. Anthony East,0.0
08-054881,Level 1 - Use of Force,2008/02/26 16:23:12+00,1.0,1.0,40.0,3,Ventura Village,0.0
08-054881,Level 1 - Use of Force,2008/02/26 16:23:12+00,1.0,1.0,40.0,3,Ventura Village,0.0
08-054881,Level 1 - Use of Force,2008/02/26 16:23:12+00,1.0,1.0,40.0,3,Ventura Village,0.0
08-054881,Level 1 - Use of Force,2008/02/26 16:23:12+00,1.0,1.0,40.0,3,Ventura Village,0.0
08-054886,Level 2 - Use of Force,2008/02/26 16:24:02+00,2.0,0.0,55.0,3,Midtown Phillips,0.0
08-055143,Level 1 - Use of Force,2008/02/26 21:23:44+00,1.0,1.0,21.0,4,McKinley,0.0
08-055487,Level 2 - Use of Force,2008/02/27 08:44:00+00,1.0,1.0,35.0,1,Downtown West,0.0
08-055662,Level 1 - Use of Force,2008/02/27 12:49:41+00,1.0,1.0,15.0,4,Victory,0.0
08-056375,Level 1 - Use of Force,2008/02/28 00:36:35+00,1.0,1.0,32.0,4,Jordan,0.0
08-056458,Level 1 - Use of Force,2008/02/28 02:13:51+00,1.0,1.0,33.0,1,North Loop,0.0
08-056458,Level 2 - Use of Force,2008/02/28 02:13:51+00,1.0,1.0,33.0,1,North Loop,0.0
08-056530,Level 1 - Use of Force,2008/02/28 05:32:29+00,3.0,1.0,50.0,5,King Field,0.0
08-056530,Level 2 - Use of Force,2008/02/28 05:32:29+00,3.0,1.0,50.0,5,King Field,0.0
08-057689,Level 2 - Use of Force,2008/02/29 11:04:16+00,3.0,1.0,41.0,3,Ventura Village,1.0
08-058211,Level 1 - Use of Force,2008/02/29 21:12:51+00,1.0,1.0,26.0,1,Downtown West,0.0
08-058211,Level 1 - Use of Force,2008/02/29 21:12:51+00,1.0,0.0,14.0,1,Downtown West,0.0
08-058524,Level 1 - Use of Force,2008/03/01 01:50:42+00,0.0,1.0,23.0,1,Downtown West,0.0
08-058524,Level 1 - Use of Force,2008/03/01 01:50:42+00,0.0,1.0,19.0,1,Downtown West,0.0
08-058566,Level 1 - Use of Force,2008/03/01 02:31:39+00,1.0,1.0,23.0,5,Lynnhurst,1.0
08-058566,Level 2 - Use of Force,2008/03/01 02:31:39+00,1.0,1.0,23.0,5,Lynnhurst,1.0
08-058792,Level 2 - Use of Force,2008/03/01 11:19:36+00,3.0,1.0,19.0,3,Corcoran,1.0
08-059325,Level 1 - Use of Force,2008/03/01 21:11:57+00,1.0,1.0,42.0,4,Folwell,0.0
08-059325,Level 1 - Use of Force,2008/03/01 21:11:57+00,1.0,1.0,38.0,4,Folwell,0.0
08-059535,Level 1 - Use of Force,2008/03/02 00:29:52+00,1.0,1.0,24.0,1,Downtown West,0.0
08-059535,Level 1 - Use of Force,2008/03/02 00:29:52+00,1.0,1.0,24.0,1,Downtown West,0.0
08-059535,Level 1 - Use of Force,2008/03/02 00:29:52+00,1.0,1.0,24.0,1,Downtown West,0.0
08-059569,Level 1 - Use of Force,2008/03/02 01:00:16+00,1.0,1.0,20.0,3,Central,0.0
08-059569,Level 1 - Use of Force,2008/03/02 01:00:16+00,1.0,1.0,20.0,3,Central,0.0
08-059625,Level 2 - Use of Force,2008/03/02 01:57:35+00,2.0,1.0,38.0,2,St. Anthony West,1.0
08-059702,Level 1 - Use of Force,2008/03/02 03:25:18+00,2.0,0.0,31.0,4,Harrison,0.0
08-059702,Level 1 - Use of Force,2008/03/02 03:25:18+00,1.0,1.0,28.0,4,Harrison,0.0
08-059702,Level 1 - Use of Force,2008/03/02 03:25:18+00,2.0,0.0,31.0,4,Harrison,0.0
08-060326,Level 1 - Use of Force,2008/03/02 22:42:22+00,2.0,1.0,25.0,1,Downtown West,1.0
08-060326,Level 1 - Use of Force,2008/03/02 22:42:22+00,2.0,1.0,25.0,1,Downtown West,1.0
08-060442,Level 1 - Use of Force,2008/03/03 01:06:35+00,1.0,1.0,25.0,1,Downtown West,0.0
08-060442,Level 1 - Use of Force,2008/03/03 01:06:35+00,1.0,1.0,25.0,1,Downtown West,0.0
08-061104,Level 2 - Use of Force,2008/03/03 19:06:28+00,1.0,0.0,22.0,1,Downtown West,0.0
08-061432,Level 2 - Use of Force,2008/03/04 00:50:42+00,1.0,1.0,25.0,2,Holland,0.0
08-061432,Level 2 - Use of Force,2008/03/04 00:50:42+00,1.0,1.0,25.0,2,Holland,0.0
08-061675,Level 1 - Use of Force,2008/03/04 10:21:05+00,2.0,1.0,37.0,2,Nicollet Island - East Bank,1.0
08-061675,Level 1 - Use of Force,2008/03/04 10:21:05+00,2.0,1.0,37.0,2,Nicollet Island - East Bank,1.0
08-061833,Level 1 - Use of Force,2008/03/04 13:32:34+00,1.0,1.0,42.0,1,Downtown West,1.0
08-061833,Level 2 - Use of Force,2008/03/04 13:32:34+00,1.0,1.0,42.0,1,Downtown West,1.0
08-061925,Level 2 - Use of Force,2008/03/04 15:40:07+00,2.0,1.0,47.0,3,Ventura Village,0.0
08-061985,Level 1 - Use of Force,2008/03/04 16:53:09+00,1.0,1.0,18.0,3,Longfellow,1.0
08-062092,Level 1 - Use of Force,2008/03/04 19:02:12+00,2.0,1.0,34.0,1,Downtown West,0.0
08-062092,Level 1 - Use of Force,2008/03/04 19:02:12+00,2.0,1.0,34.0,1,Downtown West,0.0
08-062127,Level 1 - Use of Force,2008/03/04 19:49:42+00,2.0,1.0,31.0,4,Hawthorne,0.0
08-062127,Level 1 - Use of Force,2008/03/04 19:49:42+00,2.0,1.0,31.0,4,Hawthorne,0.0
08-062127,Level 1 - Use of Force,2008/03/04 19:49:42+00,2.0,1.0,31.0,4,Hawthorne,0.0
08-062127,Level 1 - Use of Force,2008/03/04 19:49:42+00,2.0,1.0,31.0,4,Hawthorne,0.0
08-062935,Level 1 - Use of Force,2008/03/05 17:31:20+00,2.0,1.0,38.0,4,Hawthorne,0.0
08-063373,Level 1 - Use of Force,2008/03/05 23:51:48+00,1.0,1.0,24.0,4,Hawthorne,0.0
08-063373,Level 1 - Use of Force,2008/03/05 23:51:48+00,1.0,1.0,24.0,4,Hawthorne,0.0
08-063441,Level 1 - Use of Force,2008/03/06 01:02:29+00,3.0,1.0,44.0,4,Jordan,1.0
08-063441,Level 1 - Use of Force,2008/03/06 01:02:29+00,3.0,1.0,44.0,4,Jordan,1.0
08-063441,Level 2 - Use of Force,2008/03/06 01:02:29+00,3.0,1.0,44.0,4,Jordan,1.0
08-063497,Level 1 - Use of Force,2008/03/06 02:35:14+00,1.0,0.0,25.0,1,Downtown West,0.0
08-063497,Level 1 - Use of Force,2008/03/06 02:35:14+00,1.0,0.0,25.0,1,Downtown West,0.0
08-063566,Level 1 - Use of Force,2008/03/06 07:46:36+00,1.0,0.0,20.0,2,Audubon Park,1.0
08-063806,Level 1 - Use of Force,2008/03/06 13:34:25+00,2.0,1.0,50.0,5,Lyndale,1.0
08-064131,Level 1 - Use of Force,2008/03/06 19:21:27+00,1.0,1.0,16.0,4,Hawthorne,0.0
08-064580,Level 1 - Use of Force,2008/03/07 03:04:12+00,2.0,1.0,23.0,1,Downtown West,0.0
08-065454,Level 2 - Use of Force,2008/03/07 23:18:16+00,2.0,1.0,26.0,1,Downtown West,0.0
08-065531,Level 1 - Use of Force,2008/03/08 00:33:35+00,1.0,1.0,25.0,2,St. Anthony East,0.0
08-065549,Level 1 - Use of Force,2008/03/08 00:54:37+00,1.0,1.0,22.0,1,Downtown West,0.0
08-065549,Level 1 - Use of Force,2008/03/08 00:54:37+00,1.0,1.0,22.0,1,Downtown West,0.0
08-065633,Level 2 - Use of Force,2008/03/08 02:12:15+00,,1.0,26.0,2,Marcy Holmes,0.0
08-065889,Level 2 - Use of Force,2008/03/08 11:06:03+00,1.0,1.0,19.0,3,Corcoran,1.0
08-066674,Level 1 - Use of Force,2008/03/09 03:08:47+00,1.0,1.0,24.0,4,Jordan,0.0
08-066674,Level 1 - Use of Force,2008/03/09 03:08:47+00,1.0,1.0,24.0,4,Jordan,0.0
08-066703,Level 1 - Use of Force,2008/03/09 03:34:35+00,1.0,1.0,20.0,1,Downtown West,0.0
08-066703,Level 2 - Use of Force,2008/03/09 03:34:35+00,1.0,1.0,20.0,1,Downtown West,0.0
08-067307,Level 1 - Use of Force,2008/03/09 22:12:55+00,1.0,1.0,20.0,2,Audubon Park,0.0
08-067307,Level 1 - Use of Force,2008/03/09 22:12:55+00,1.0,1.0,20.0,2,Audubon Park,0.0
08-067930,Level 1 - Use of Force,2008/03/10 16:22:59+00,1.0,1.0,21.0,4,Jordan,0.0
08-068045,Level 1 - Use of Force,2008/03/10 18:22:42+00,2.0,1.0,28.0,4,Folwell,1.0
08-068045,Level 1 - Use of Force,2008/03/10 18:22:42+00,2.0,1.0,28.0,4,Folwell,1.0
08-068128,Level 1 - Use of Force,2008/03/10 19:31:13+00,1.0,1.0,17.0,4,Hawthorne,1.0
08-068128,Level 1 - Use of Force,2008/03/10 19:31:13+00,1.0,1.0,17.0,4,Hawthorne,1.0
08-069643,Level 1 - Use of Force,2008/03/12 06:13:19+00,2.0,1.0,32.0,2,Sheridan,0.0
08-069643,Level 1 - Use of Force,2008/03/12 06:13:19+00,2.0,1.0,33.0,2,Sheridan,0.0
08-070162,Level 1 - Use of Force,2008/03/12 18:43:44+00,1.0,0.0,40.0,3,Bryant,0.0
08-070162,Level 1 - Use of Force,2008/03/12 18:43:44+00,1.0,0.0,40.0,3,Bryant,0.0
08-070162,Level 1 - Use of Force,2008/03/12 18:43:44+00,1.0,0.0,19.0,3,Bryant,0.0
08-070162,Level 1 - Use of Force,2008/03/12 18:43:44+00,1.0,1.0,23.0,3,Bryant,0.0
